id_entidad,estado,id_mpio,mpio_mty,id_localidad,localidad,id_ageb,folio_ageb,pop_total,viviendas_hab,pop_15_edu_incomp,pop_15_24_no_educ,pop_no_salud,pop_hacinamiento,viviendas_no_excusado,viviendas_piso_tierra,viviendas_no_agua,viviendas_no_drenaje,viviendas_no_ee,rezago_social
19,Nuevo León,39,Monterrey,1,MONTERREY,29,1.9039E+12,4172,1025,0.379,0.676,0.280,3.441,0.683,1.561,0.195,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,33,1.9039E+12,3783,1004,0.365,0.571,0.278,3.407,0.498,0.199,0.000,0.000,0.100,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,48,1.9039E+12,3177,739,0.398,0.698,0.310,6.250,0.541,1.759,0.000,0.000,0.135,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,52,1.9039E+12,4477,1080,0.411,0.672,0.309,4.762,0.926,1.574,0.000,0.000,0.093,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,67,1.9039E+12,3294,925,0.256,0.501,0.204,0.435,0.432,1.405,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,71,1.9039E+12,2683,769,0.220,0.423,0.164,0.130,0.390,0.780,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,103,1.9039E+12,2793,777,0.228,0.430,0.186,0.388,0.129,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,118,1.9039E+12,5468,1304,0.410,0.691,0.265,3.171,0.767,0.690,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,122,1.9039E+12,4599,1213,0.398,0.686,0.297,3.574,0.330,0.742,0.165,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,137,1.9039E+12,5167,1323,0.318,0.594,0.191,0.381,0.680,0.454,0.076,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,141,1.9039E+12,4170,1159,0.215,0.448,0.141,0.865,0.259,0.173,0.000,0.086,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,156,1.9039E+12,3506,918,0.235,0.484,0.190,0.328,0.327,0.218,0.109,0.109,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,160,1.9039E+12,1648,433,0.210,0.456,0.205,0.234,0.462,0.231,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,175,1.9039E+12,1459,426,0.245,0.405,0.224,0.000,0.469,0.000,0.235,0.235,0.235,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,194,1.9039E+12,3168,770,0.356,0.623,0.239,1.040,0.130,0.390,0.130,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,207,1.9039E+12,3399,773,0.423,0.785,0.303,3.622,0.129,1.035,0.259,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,226,1.9039E+12,5406,1182,0.434,0.714,0.260,8.426,0.931,3.469,0.677,0.169,0.085,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,245,1.9039E+12,3273,887,0.324,0.585,0.193,0.453,0.676,0.338,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,264,1.9039E+12,4536,1106,0.397,0.671,0.305,2.930,1.447,1.447,0.271,0.271,0.090,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,279,1.9039E+12,2357,643,0.237,0.444,0.186,0.314,0.311,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,283,1.9039E+12,3041,816,0.304,0.553,0.224,8.231,1.838,7.230,2.206,1.225,0.490,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,298,1.9039E+12,3794,941,0.275,0.554,0.248,2.348,0.638,1.169,0.213,0.000,0.106,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,315,1.9039E+12,4134,965,0.448,0.703,0.295,4.927,1.347,1.244,0.207,0.104,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,334,1.9039E+12,1430,340,0.354,0.625,0.277,4.217,1.765,0.588,0.588,0.294,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,349,1.9039E+12,3325,885,0.246,0.437,0.194,1.138,0.791,0.000,0.000,0.113,0.113,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,353,1.9039E+12,3583,1019,0.248,0.422,0.184,0.000,0.981,1.570,0.000,0.000,0.098,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,372,1.9039E+12,2859,801,0.118,0.408,0.169,0.126,0.999,1.623,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,391,1.9039E+12,4202,1026,0.461,0.635,0.274,4.374,4.386,1.559,0.975,0.585,0.097,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,404,1.9039E+12,3751,929,0.250,0.543,0.229,4.207,0.108,1.076,0.108,0.000,0.108,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,423,1.9039E+12,4492,1029,0.419,0.667,0.275,5.237,1.263,0.292,0.583,0.194,0.097,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,438,1.9039E+12,4210,848,0.430,0.748,0.293,6.946,2.358,0.943,0.825,1.061,0.354,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,442,1.9039E+12,3348,758,0.423,0.678,0.257,3.311,2.111,1.979,0.528,1.847,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,457,1.9039E+12,3976,1060,0.151,0.463,0.190,0.095,0.377,3.962,0.000,0.094,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,461,1.9039E+12,3742,1061,0.136,0.435,0.180,0.189,0.283,2.262,0.094,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,480,1.9039E+12,1548,456,0.236,0.442,0.184,0.439,0.000,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,495,1.9039E+12,1661,402,0.237,0.413,0.217,0.779,4.229,1.244,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,508,1.9039E+12,3110,871,0.339,0.465,0.238,0.695,0.689,1.033,0.230,0.115,0.115,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,512,1.9039E+12,3131,782,0.256,0.515,0.219,1.307,1.662,2.813,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,527,1.9039E+12,5656,529,0.369,0.853,0.464,0.569,0.567,1.323,0.378,0.189,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,531,1.9039E+12,5733,1380,0.387,0.617,0.263,5.037,2.826,2.174,0.072,0.072,0.072,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,546,1.9039E+12,3215,900,0.240,0.470,0.243,1.528,5.222,1.889,0.000,0.000,0.111,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,550,1.9039E+12,2495,601,0.424,0.649,0.242,3.596,2.829,0.998,0.333,0.000,0.166,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,565,1.9039E+12,3229,685,0.414,0.690,0.291,6.557,2.190,1.314,0.146,0.292,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,584,1.9039E+12,3796,920,0.310,0.637,0.205,1.770,1.739,0.217,0.326,0.109,0.109,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,599,1.9039E+12,2833,823,0.045,0.322,0.087,0.000,0.608,1.701,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,601,1.9039E+12,6221,1434,0.345,0.656,0.269,5.307,0.976,1.046,0.139,0.139,0.070,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,620,1.9039E+12,2757,840,0.044,0.285,0.160,0.000,0.357,1.310,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,635,1.9039E+12,2648,813,0.124,0.323,0.192,0.125,1.476,0.984,0.369,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,654,1.9039E+12,3268,976,0.149,0.363,0.186,0.108,4.508,0.615,0.102,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,669,1.9039E+12,2654,730,0.333,0.626,0.229,1.816,1.781,0.548,0.274,0.137,0.137,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,673,1.9039E+12,2764,688,0.355,0.670,0.287,4.572,1.453,1.744,0.727,0.000,0.145,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,688,1.9039E+12,2522,606,0.342,0.610,0.211,2.504,1.485,1.815,1.320,0.660,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,692,1.9039E+12,1372,399,0.069,0.386,0.160,0.251,1.003,1.253,0.000,0.251,0.251,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,705,1.9039E+12,2147,630,0.047,0.263,0.119,0.000,1.587,2.063,0.000,0.000,0.159,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,739,1.9039E+12,1875,582,0.137,0.358,0.143,0.000,0.515,0.515,0.344,0.172,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,743,1.9039E+12,1971,617,0.267,0.413,0.232,0.329,0.972,0.648,0.162,0.000,0.162,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,758,1.9039E+12,1230,363,0.143,0.423,0.218,0.298,7.713,1.653,0.000,0.275,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,762,1.9039E+12,2071,582,0.349,0.624,0.264,4.844,0.687,1.546,1.203,0.344,0.515,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,777,1.9039E+12,1760,514,0.260,0.574,0.247,4.697,0.389,1.751,0.584,0.389,0.778,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,781,1.9039E+12,386,122,0.185,0.446,0.244,2.564,4.098,0.000,0.820,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,809,1.9039E+12,72,25,0.255,0.500,0.208,4.167,4.000,0.000,12.000,4.000,4.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,813,1.9039E+12,1482,447,0.202,0.505,0.237,0.686,2.013,0.671,0.447,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,828,1.9039E+12,1316,388,0.133,0.443,0.155,1.136,8.247,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,832,1.9039E+12,582,182,0.149,0.317,0.125,0.000,3.297,0.549,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,847,1.9039E+12,1208,323,0.311,0.690,0.223,3.774,1.858,1.548,0.310,0.000,0.310,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,851,1.9039E+12,1865,543,0.316,0.626,0.181,1.139,2.210,0.184,0.184,0.000,0.184,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,866,1.9039E+12,1639,499,0.057,0.277,0.109,0.000,0.601,2.204,0.200,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,870,1.9039E+12,4385,1103,0.309,0.639,0.272,4.095,0.363,0.363,0.272,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,885,1.9039E+12,1697,568,0.117,0.325,0.182,0.366,3.697,1.056,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,902,1.9039E+12,3080,941,0.084,0.320,0.148,0.000,7.226,0.850,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,917,1.9039E+12,3124,940,0.213,0.527,0.245,0.781,4.574,0.638,0.106,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,921,1.9039E+12,2552,663,0.410,0.722,0.287,7.264,4.374,1.810,1.357,1.508,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,936,1.9039E+12,2335,691,0.230,0.526,0.251,1.447,0.000,1.737,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,940,1.9039E+12,3746,946,0.363,0.680,0.294,4.862,3.805,2.431,0.106,0.317,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,955,1.9039E+12,284,81,0.353,0.633,0.306,2.469,0.000,1.235,0.000,0.000,1.235,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,974,1.9039E+12,816,284,0.127,0.346,0.223,0.357,0.704,0.352,0.352,0.000,0.352,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,989,1.9039E+12,3026,1007,0.187,0.601,0.198,3.916,1.688,0.993,0.000,0.000,0.199,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,993,1.9039E+12,1261,341,0.356,0.705,0.274,4.706,0.587,2.639,0.293,0.587,0.587,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1008,1.9039E+12,2215,622,0.327,0.696,0.242,4.187,0.643,1.125,0.482,0.161,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1012,1.9039E+12,1524,451,0.300,0.782,0.302,2.439,0.000,1.552,0.222,0.000,0.222,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1027,1.9039E+12,553,173,0.300,0.609,0.278,1.754,1.734,0.000,0.000,0.578,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1031,1.9039E+12,1366,392,0.377,0.690,0.318,3.590,0.510,0.510,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1046,1.9039E+12,2039,603,0.355,0.651,0.305,2.170,1.161,0.498,0.829,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1050,1.9039E+12,1625,447,0.346,0.669,0.260,0.472,5.369,7.383,0.000,0.000,0.671,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1065,1.9039E+12,2269,624,0.391,0.714,0.282,2.927,0.962,1.282,0.000,0.000,0.481,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1084,1.9039E+12,1884,520,0.336,0.682,0.204,4.660,0.962,0.385,0.000,0.000,0.192,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1099,1.9039E+12,2015,491,0.360,0.647,0.242,4.008,3.462,1.222,0.204,0.204,0.407,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1101,1.9039E+12,2682,655,0.331,0.678,0.259,2.733,4.885,6.718,0.153,0.153,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1116,1.9039E+12,12,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1120,1.9039E+12,2996,896,0.208,0.356,0.153,0.225,0.558,0.670,0.112,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1135,1.9039E+12,1839,600,0.043,0.259,0.093,0.000,6.167,2.667,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1154,1.9039E+12,1713,566,0.057,0.208,0.160,0.000,1.060,1.237,0.530,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1169,1.9039E+12,1290,399,0.080,0.168,0.188,0.000,3.509,0.501,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1173,1.9039E+12,2195,746,0.105,0.307,0.173,0.141,5.094,0.670,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1188,1.9039E+12,3377,906,0.257,0.604,0.222,2.591,6.291,0.662,0.110,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1192,1.9039E+12,3196,975,0.222,0.516,0.240,1.909,3.077,0.410,0.103,0.103,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1205,1.9039E+12,97,27,0.225,0.923,0.227,0.000,22.222,0.000,0.000,0.000,3.704,Medio
19,Nuevo León,39,Monterrey,1,MONTERREY,1224,1.9039E+12,3514,1042,0.420,0.767,0.352,4.058,1.152,3.455,1.727,0.672,0.096,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1239,1.9039E+12,3463,997,0.308,0.708,0.276,3.557,0.401,2.006,0.100,0.201,0.100,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1243,1.9039E+12,768,251,0.504,0.726,0.296,9.639,0.398,1.992,0.000,0.000,0.398,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1258,1.9039E+12,808,273,0.346,0.748,0.350,2.996,2.564,1.832,0.366,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1262,1.9039E+12,1768,527,0.230,0.530,0.205,1.533,0.949,0.190,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1277,1.9039E+12,1883,576,0.283,0.646,0.258,1.043,0.347,2.778,0.000,0.000,0.347,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1281,1.9039E+12,166,53,0.142,0.560,0.253,0.000,0.000,5.660,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1309,1.9039E+12,1887,635,0.248,0.583,0.241,1.605,2.205,0.315,0.157,0.157,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1313,1.9039E+12,5414,1519,0.216,0.500,0.213,1.657,1.053,3.752,0.066,0.329,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1328,1.9039E+12,1438,439,0.288,0.550,0.223,0.457,0.456,1.139,0.228,0.228,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1332,1.9039E+12,3518,911,0.318,0.611,0.257,2.235,1.427,2.195,0.220,0.329,0.110,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1347,1.9039E+12,4292,1158,0.307,0.585,0.244,1.656,0.950,0.950,0.259,0.000,0.086,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1351,1.9039E+12,3265,892,0.355,0.649,0.234,2.985,2.803,0.448,0.785,0.561,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1370,1.9039E+12,1225,343,0.153,0.238,0.079,0.000,2.915,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1385,1.9039E+12,1834,590,0.251,0.576,0.262,0.685,1.017,0.847,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1402,1.9039E+12,766,217,0.091,0.291,0.159,0.000,0.461,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1417,1.9039E+12,3171,887,0.038,0.283,0.103,0.000,0.676,0.338,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1421,1.9039E+12,3078,882,0.033,0.337,0.099,0.000,8.730,1.701,0.113,0.113,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1436,1.9039E+12,1636,538,0.036,0.329,0.111,0.000,0.743,0.186,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1440,1.9039E+12,1650,531,0.072,0.257,0.118,0.194,2.637,0.942,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1455,1.9039E+12,1052,367,0.066,0.269,0.174,0.000,11.444,1.635,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1474,1.9039E+12,1515,475,0.139,0.382,0.295,0.224,6.316,0.211,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1489,1.9039E+12,1965,655,0.136,0.505,0.238,0.173,12.366,1.832,0.000,0.000,0.153,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1493,1.9039E+12,687,193,0.249,0.748,0.362,0.568,8.808,0.518,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1506,1.9039E+12,238,73,0.159,0.500,0.294,4.225,2.740,2.740,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1510,1.9039E+12,348,118,0.141,0.537,0.247,0.000,5.085,8.475,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1525,1.9039E+12,505,187,0.098,0.313,0.230,0.000,1.604,1.070,0.000,0.000,0.535,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1544,1.9039E+12,387,130,0.110,0.379,0.289,0.000,8.462,4.615,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1559,1.9039E+12,744,284,0.094,0.433,0.216,0.000,5.282,3.169,0.352,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1563,1.9039E+12,1100,455,0.182,0.496,0.211,0.685,3.077,18.242,0.000,0.000,0.220,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1578,1.9039E+12,1640,622,0.154,0.502,0.233,0.332,4.341,4.341,0.482,0.000,0.161,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1582,1.9039E+12,2349,759,0.202,0.550,0.217,1.084,1.581,0.132,0.132,0.132,0.132,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1614,1.9039E+12,2699,824,0.172,0.461,0.181,0.125,2.549,0.850,0.243,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1629,1.9039E+12,2002,649,0.154,0.427,0.181,1.700,0.308,1.079,0.000,0.000,0.154,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1633,1.9039E+12,1211,373,0.099,0.377,0.181,0.295,10.188,1.609,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1648,1.9039E+12,1509,500,0.076,0.333,0.137,0.000,18.000,1.400,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1652,1.9039E+12,1479,488,0.090,0.390,0.169,0.248,17.008,0.615,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1667,1.9039E+12,919,338,0.134,0.448,0.201,0.610,2.663,0.296,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1671,1.9039E+12,2673,953,0.131,0.470,0.227,1.570,6.925,0.420,0.000,0.105,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1686,1.9039E+12,286,55,0.099,0.625,0.189,7.500,25.455,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1690,1.9039E+12,263,98,0.137,0.484,0.217,0.000,1.020,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1703,1.9039E+12,1862,701,0.137,0.360,0.264,0.435,1.569,0.571,0.285,0.143,0.285,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1722,1.9039E+12,455,161,0.073,0.316,0.127,0.000,13.043,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1737,1.9039E+12,147,50,0.064,0.348,0.177,0.000,28.000,2.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1756,1.9039E+12,267,95,0.102,0.471,0.154,0.000,8.421,0.000,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1760,1.9039E+12,2131,616,0.242,0.641,0.246,2.636,6.656,2.273,0.325,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1775,1.9039E+12,3437,1012,0.275,0.592,0.226,3.644,2.372,0.593,0.296,0.198,0.099,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1794,1.9039E+12,2582,733,0.267,0.526,0.200,1.534,2.592,0.136,0.000,0.136,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1807,1.9039E+12,2686,808,0.102,0.312,0.137,0.250,1.238,0.124,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1811,1.9039E+12,4123,1204,0.115,0.379,0.143,0.768,2.658,0.415,0.332,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1826,1.9039E+12,811,267,0.069,0.232,0.091,0.000,1.498,2.247,1.124,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1830,1.9039E+12,820,222,0.061,0.283,0.094,0.000,9.910,3.153,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1845,1.9039E+12,1645,605,0.047,0.226,0.094,0.000,11.901,0.331,0.000,0.165,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1879,1.9039E+12,2753,735,0.345,0.670,0.257,5.650,3.401,0.544,0.544,0.000,0.272,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1883,1.9039E+12,2905,767,0.354,0.701,0.285,4.881,1.304,1.173,0.391,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1898,1.9039E+12,2863,756,0.290,0.604,0.244,3.075,1.058,0.926,0.265,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1900,1.9039E+12,1366,413,0.281,0.632,0.263,1.496,3.632,1.453,0.484,0.726,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1915,1.9039E+12,1213,381,0.246,0.588,0.245,0.792,0.262,8.136,0.525,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1934,1.9039E+12,1463,409,0.146,0.395,0.167,0.491,0.000,2.200,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1953,1.9039E+12,5047,1163,0.434,0.723,0.264,6.500,3.955,0.860,0.258,0.516,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1968,1.9039E+12,2600,672,0.392,0.626,0.248,3.400,3.869,1.042,0.298,0.446,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1972,1.9039E+12,2652,696,0.344,0.659,0.262,4.906,0.144,0.575,0.431,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1987,1.9039E+12,2808,765,0.303,0.550,0.231,3.030,0.654,0.261,0.392,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,1991,1.9039E+12,3684,1073,0.276,0.594,0.245,3.500,1.118,0.652,0.186,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2006,1.9039E+12,1424,487,0.084,0.209,0.154,0.000,0.821,1.027,0.000,0.205,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2010,1.9039E+12,427,58,0.019,0.040,0.063,0.000,0.000,3.448,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2025,1.9039E+12,4032,1287,0.105,0.268,0.137,0.313,1.243,0.777,0.078,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2044,1.9039E+12,2010,539,0.243,0.388,0.227,1.158,2.597,0.186,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2063,1.9039E+12,2025,677,0.093,0.353,0.195,0.148,0.148,0.886,0.000,0.000,0.000,Bajo
19,Nuevo León,39,Monterrey,1,MONTERREY,2078,1.9039E+12,2425,692,0.195,0.462,0.208,2.924,0.145,6.358,0.145,0.000,0.145,Bajo
